PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,painting_id,artist
-0.41147104,-0.2962606,0.047607236,0.2123576,-0.0767868,-0.1577214,-0.36183435,0.36116558,0.48262465,-0.15443304,blake_20,william-blake
-0.51921976,-0.45396653,-0.20358005,0.36788374,-0.23092183,-0.37582335,-0.6766433,0.36243534,0.6107846,-0.45636183,blake_21,william-blake
-0.37049463,-0.62905043,-0.36064854,0.43330595,0.025580198,-0.655247,-1.1683508,0.05761782,0.8404879,-0.78639877,blake_3,william-blake
-0.48718393,-0.5881631,-0.3023473,0.3063534,0.14916241,-0.6166595,-1.0272121,0.11170904,0.6273936,-0.8418407,blake_4,william-blake
-0.59850276,-0.36822718,0.010673106,0.18257932,0.025589138,-0.34886652,-0.96029747,0.038949996,0.6648124,-0.31626156,blake_5,william-blake
-0.42384523,-0.85911137,-0.44977397,0.8097202,-0.32756227,-0.6366617,-0.8520044,0.58214396,0.40097257,-0.49708295,blake_6,william-blake
-0.40588498,-0.044652775,-0.020541303,0.3371548,-0.23166895,-0.08733431,-0.5269699,0.24909762,0.15299274,-0.090034604,blake_7,william-blake
-0.5157898,-0.6107523,-0.21231374,0.612703,-0.4357881,-0.4996379,-0.78528416,0.49363846,0.4746505,-0.25323534,blake_8,william-blake
-0.23326758,-0.09564515,-0.7197171,0.38270688,0.10375962,-0.42659265,-0.82575,0.0012376495,0.7003888,-0.7267853,blake_9,william-blake
-1.146078,-1.9477022,-1.7867739,1.6007657,1.4935186,-1.9035022,-2.1769116,0.7751274,-0.17408626,-2.9350994,blanchard_1,maria-blanchard
-1.2258966,-2.0592992,-1.4822683,1.6082859,1.4138895,-1.81568,-2.0021644,0.84578645,-0.41015276,-2.6914704,blanchard_2,maria-blanchard
-1.0924886,-1.8829763,-2.2683225,1.7370174,1.216406,-2.1207914,-1.9515431,0.9096244,0.36314288,-3.1488113,blanchard_3,maria-blanchard
-1.3769711,-1.9674042,-1.7194544,1.7026365,1.1633707,-1.9436549,-2.0139515,1.0143284,0.20554185,-2.8492637,blanchard_4,maria-blanchard
-1.1781472,-1.717932,-1.51434,1.3239872,1.666372,-1.7396257,-1.686218,0.65692264,-0.2996354,-2.7822056,blanchard_5,maria-blanchard
-1.263281,-1.832614,-1.6668446,1.4543171,1.5474085,-1.7587006,-1.8809062,0.9162433,-0.11838345,-2.821771,blanchard_6,maria-blanchard
-1.3083836,-2.2157245,-1.1032678,1.1956551,1.3589371,-1.8241172,-1.8208826,0.7699391,-0.036574975,-2.3429763,blanchard_7,maria-blanchard
-0.9012157,-1.8334535,-1.755158,1.3494179,1.091895,-1.7247574,-1.7792441,0.76512414,0.070784554,-2.565307,blanchard_8,maria-blanchard
-1.0814635,-1.8296505,-1.4774356,1.2342117,1.3414611,-1.5749967,-1.9226974,1.006181,0.16528769,-2.5061688,blanchard_9,maria-blanchard
-0.25619134,-0.46652725,-0.4102584,0.7610236,0.66961277,-0.15265086,-0.6816325,0.21741715,-0.37199032,-0.88195354,bocklin_1,arnold-bocklin
-0.5811429,-0.5809304,0.037071105,0.674953,-0.082905255,-0.0027932413,-0.76064384,0.5505531,0.40038788,-0.20951146,bocklin_2,arnold-bocklin
-0.5653626,-0.55515146,-0.17873573,0.50757444,0.11505382,0.08675485,-0.19930367,0.5455577,0.33574814,-0.37507126,bocklin_3,arnold-bocklin
-0.1000504,-0.43426096,-0.041691147,0.4457449,-0.3435782,-0.05634555,-0.079401165,0.47734404,0.30051062,0.049737275,bocklin_4,arnold-bocklin
-0.07604911,-0.78567374,-0.46567863,0.56038463,-0.05648703,-0.2072143,-0.50806457,0.533308,-0.09480026,-0.39038965,bocklin_5,arnold-bocklin
-0.57201946,-0.4619087,-0.079471834,0.59429294,-0.84722733,-0.101626806,-0.3716399,0.6226796,0.8646519,0.19768955,bocklin_6,arnold-bocklin
-0.5976598,-1.130722,-0.47744703,1.1195011,-0.3908151,-0.5352061,-0.9718813,0.7406028,0.5292513,-0.4507684,bocklin_7,arnold-bocklin
-0.45425093,-0.123712674,0.15816933,0.37408563,-0.44939682,0.14315477,-0.1577705,0.57692724,0.18965648,0.32887325,bocklin_8,arnold-bocklin
-0.426414,-0.52638143,-0.088089325,0.6837668,-0.122905776,-0.18183614,-0.35055447,0.52054805,0.14718899,-0.29714215,bocklin_9,arnold-bocklin
0.5354222,1.0460128,0.672438,-0.25834334,-0.9945446,0.9746,0.56622654,-0.19600894,0.11056353,1.3389755,boilly_1,louis-leopold-boilly
0.4797998,0.9896858,0.7496579,-0.08146444,-1.2742057,1.0635856,0.7598387,-0.17459188,0.35917437,1.5838976,boilly_10,louis-leopold-boilly
0.6451812,1.2150007,0.8689776,-0.3662788,-1.2331257,1.4007803,1.1846575,-0.107351124,0.21820152,1.6996969,boilly_11,louis-leopold-boilly
0.6959778,0.8077664,0.8253032,-0.32948285,-1.2272222,1.3253331,0.940958,-0.2943682,0.57848024,1.6771708,boilly_12,louis-leopold-boilly
0.5960826,1.1749285,0.75687796,-0.4297653,-1.2769158,1.4702495,1.1233085,-0.08213906,0.36589468,1.6498024,boilly_13,louis-leopold-boilly
0.47448233,1.0304438,0.8069119,-0.30550754,-1.108768,1.5480912,1.2910477,0.09292316,0.037332315,1.4794894,boilly_14,louis-leopold-boilly
0.8009826,0.89529765,0.6425178,-0.2836558,-1.1137662,1.3795401,1.0527334,-0.19291878,0.10516012,1.5673064,boilly_15,louis-leopold-boilly
0.5329892,1.0603328,0.94764155,-0.3600284,-1.1277988,1.0804272,0.6685629,-0.34875572,0.024573449,1.5539645,boilly_16,louis-leopold-boilly
0.5738181,1.3529433,0.8834161,-0.469083,-1.0556319,1.381059,1.1953943,-0.3016531,0.018338438,1.7940964,boilly_17,louis-leopold-boilly
0.39116976,0.9289943,0.5952832,-0.14514884,-1.0366831,1.0645442,0.8168272,0.045079205,0.29867122,1.4452409,boilly_18,louis-leopold-boilly
0.7776866,1.1076608,0.5541009,-0.34412333,-1.1592213,1.142104,1.0390427,-0.225852,-0.36922202,1.3808745,boilly_19,louis-leopold-boilly
0.7049321,0.8665537,0.570926,-0.13487397,-1.371268,1.0571482,0.6531734,0.001943212,0.09252198,1.6477569,boilly_2,louis-leopold-boilly
0.82602066,1.4829301,0.7054641,-0.5379962,-1.2322471,1.664089,1.4823824,-0.108164415,-0.02101941,1.8723922,boilly_20,louis-leopold-boilly
0.6732841,1.1462003,0.26780966,-0.13285342,-1.0281084,0.98667485,1.0315248,-0.17590967,-0.030597137,1.0065353,boilly_21,louis-leopold-boilly
0.80726117,1.1063063,0.9629792,-0.44595152,-1.2185576,1.2912384,1.1569693,-0.20451374,0.11358468,1.803734,boilly_22,louis-leopold-boilly
0.24342147,0.76786476,0.06018505,0.31941906,-1.5593421,0.7406119,0.87960184,0.30004412,0.78950876,1.156771,boilly_23,louis-leopold-boilly
0.73285645,1.2294128,0.61697066,-0.3231131,-1.1388268,1.3077369,1.1523858,-0.022409718,0.043487217,1.5172673,boilly_24,louis-leopold-boilly
0.5789194,1.2443726,0.8483581,-0.47152638,-1.1448255,1.7078115,1.3536525,0.11990042,-0.035052985,1.66853,boilly_25,louis-leopold-boilly
0.45545283,1.0271909,0.7896281,-0.31794855,-1.0528327,1.3970686,1.1949661,0.0743346,0.06309296,1.5354269,boilly_26,louis-leopold-boilly
0.50526327,1.2497016,0.84417695,-0.43822902,-1.1222216,1.6488066,1.348217,-0.023738515,0.00341947,1.6377507,boilly_27,louis-leopold-boilly
0.42389828,1.1547735,0.8252793,-0.42146805,-0.964404,1.4743415,1.3092886,0.0023421124,0.2500203,1.470253,boilly_28,louis-leopold-boilly
0.40990052,1.1486653,0.4958262,-0.22673792,-0.8826755,1.3320576,1.2205751,0.032817103,0.046369974,1.3197505,boilly_29,louis-leopold-boilly
0.8883946,1.3575778,0.98344654,-0.6560179,-1.2152585,1.3580546,0.86364603,-0.13024072,-0.08046268,1.710628,boilly_3,louis-leopold-boilly
0.52142334,0.99694574,0.7503141,-0.26405415,-1.0766933,1.3947053,1.2643464,0.103568316,0.00901733,1.563319,boilly_30,louis-leopold-boilly
0.2968107,0.5927369,0.72519124,-0.09079225,-1.0468278,1.3623409,1.1838428,0.02527441,0.089573026,1.3404273,boilly_31,louis-leopold-boilly
0.47310868,1.0855211,0.8608262,-0.2502587,-1.1417689,1.2438269,1.0958276,-0.0959515,-0.068340644,1.5417011,boilly_32,louis-leopold-boilly
0.58321846,1.0214908,0.96433115,-0.40427485,-1.1511478,1.6728814,1.4536507,0.053607896,0.27776295,1.7411708,boilly_33,louis-leopold-boilly
0.4361115,0.74966455,0.7758832,-0.34256622,-0.71183324,1.104923,1.0541474,-0.17170264,-0.036547773,1.3058589,boilly_35,louis-leopold-boilly
0.25601864,1.0347083,0.7906857,-0.42246267,-0.7645556,1.4567871,1.0290004,0.17847183,0.39469,1.4058827,boilly_36,louis-leopold-boilly
0.5969675,1.1429875,0.60366535,-0.34479412,-1.4405392,1.1410787,0.91338617,-0.2433197,0.27368364,1.6584871,boilly_37,louis-leopold-boilly
0.60456246,1.0395876,0.92319316,-0.49495405,-1.0857501,1.4116652,0.9587768,0.04105423,0.19823658,1.700103,boilly_4,louis-leopold-boilly
0.5910351,1.063243,0.4469277,-0.34663725,-1.1417543,1.4697621,1.0640523,0.041269902,0.30852708,1.228801,boilly_5,louis-leopold-boilly
0.5400937,0.7043477,0.7643414,-0.3173935,-0.9945595,1.500804,1.2228184,-0.046049397,0.49380422,1.4336997,boilly_6,louis-leopold-boilly
0.8384555,1.2730029,0.8990114,-0.56594497,-1.1136135,1.4713762,1.3225014,-0.14688633,0.04062329,1.6774338,boilly_7,louis-leopold-boilly
0.52167016,0.9726996,1.0947357,-0.49544948,-1.2632364,1.1606736,0.7996501,-0.104668766,0.3389469,1.5606239,boilly_8,louis-leopold-boilly
0.39604533,0.94066447,0.9531501,-0.18828177,-1.2604693,1.4221423,1.1643457,0.01821864,0.4382495,1.7579056,boilly_9,louis-leopold-boilly
-0.76030594,-1.239476,-0.7661075,0.95208263,0.5012201,-0.7980963,-0.97550666,0.60498387,0.3736623,-1.1252404,boldini_1,giovanni-boldini
-0.54869723,-0.90535545,-0.46438587,0.74508077,0.09161,-0.8070396,-1.2226578,0.54387116,0.21038273,-0.8667571,boldini_10,giovanni-boldini
-0.6054749,-0.26521397,-0.9057465,0.8247598,0.3008519,-0.7022504,-1.0282315,0.29304293,0.023322936,-1.2342299,boldini_11,giovanni-boldini
-0.496078,-0.8357334,-0.76011443,0.8849212,0.42565474,-0.45405364,-0.37702233,0.49130023,0.038227532,-0.91827565,boldini_12,giovanni-boldini
-0.79117984,-1.3119397,-0.2411364,0.72697914,0.45950088,-0.8786087,-1.2334543,0.55958986,0.1990363,-1.1195558,boldini_13,giovanni-boldini
-0.43932986,-0.5954252,-0.88486326,0.7910174,0.08643837,-0.44919366,-0.50316113,0.71900815,0.5383374,-0.79116356,boldini_14,giovanni-boldini
-0.5467236,-1.0231415,-0.6353064,0.8553485,0.36830172,-0.7697326,-0.81392187,0.5598305,-0.026698822,-1.0799344,boldini_15,giovanni-boldini
-0.49647975,-0.2569671,-0.63795376,0.7174125,0.15006328,-0.31051007,-0.583631,0.38618377,-0.029898888,-0.8272504,boldini_16,giovanni-boldini
-0.34552422,-0.22553527,-1.0477908,0.80870855,0.61093175,-0.7583805,-0.7600709,0.25749773,-0.4267316,-1.2576569,boldini_17,giovanni-boldini
-0.6908382,-0.6957817,-0.76738644,0.8250328,0.4557825,-0.912684,-1.3113366,0.30999607,-0.08818102,-1.3316551,boldini_18,giovanni-boldini
-0.4176145,-0.60893065,-0.76474893,0.8003799,0.38342506,-0.71894807,-1.0263935,0.35601223,0.09937452,-1.065051,boldini_19,giovanni-boldini
-0.70114714,-1.1750495,-0.54432154,0.7841777,0.474435,-0.9313285,-1.2783432,0.6205308,0.26673937,-1.1400161,boldini_2,giovanni-boldini
-0.46448028,-0.76573104,-0.45600593,0.6612454,0.55770886,-0.67554766,-0.8706182,0.3435669,-0.38326576,-0.99763095,boldini_20,giovanni-boldini
-0.670231,-0.7318015,-0.6604585,0.651952,0.479458,-0.48706058,-0.6097486,0.62281114,0.35761935,-1.0363467,boldini_21,giovanni-boldini
-0.78603536,-1.107693,-0.46146554,0.6840998,0.49103472,-0.49573588,-0.5329358,0.6421567,0.2684413,-0.93230486,boldini_22,giovanni-boldini
-0.42400384,-0.6075929,-0.9931364,0.8199553,0.32962054,-0.74107605,-0.9291885,0.5008149,0.20933402,-1.152511,boldini_23,giovanni-boldini
-0.5586705,-0.7102867,-0.5851162,0.61037385,0.42289266,-0.27989382,-0.3058505,0.55666465,0.49859285,-0.7983505,boldini_24,giovanni-boldini
-0.64395344,-1.2587558,-0.70267904,0.7630583,0.57762265,-0.6501309,-0.9183321,0.57922196,0.28325003,-1.182308,boldini_25,giovanni-boldini
-0.5158005,-0.72083354,-0.36982033,0.77954364,0.0980064,-0.62540054,-1.1701244,0.447687,-0.011382185,-0.831005,boldini_26,giovanni-boldini
-0.7785039,-0.9806817,-0.5465244,0.71365416,0.49484006,-0.800157,-1.0450453,0.59916884,-0.034201868,-1.0627286,boldini_27,giovanni-boldini
-0.7414865,-1.1517445,-0.46300805,0.9733843,0.35596818,-0.76186126,-1.1049409,0.6935135,0.1841981,-1.0004884,boldini_28,giovanni-boldini
-0.4008111,-0.45301092,-0.7647113,0.9537818,0.22711122,-0.74708354,-1.0778053,0.22113964,-0.15577176,-0.90680957,boldini_29,giovanni-boldini
-0.4259274,-0.9545592,-0.899288,0.72785485,0.37140542,-0.7692048,-0.8228427,0.5678013,0.32874656,-1.0606468,boldini_3,giovanni-boldini
-0.47830844,-0.7721198,-0.5770903,0.6904208,0.2826612,-0.57928985,-0.7957491,0.49618414,0.024040032,-0.89472544,boldini_30,giovanni-boldini
-0.46323496,-0.74768287,-0.9503026,0.85625905,0.3535629,-0.8749609,-1.0190543,0.49578637,0.050755527,-1.1933161,boldini_31,giovanni-boldini
-0.6333963,-0.84851885,-0.5289,0.68103606,0.44416454,-0.66938025,-1.261063,0.47964135,0.098457396,-1.0727879,boldini_32,giovanni-boldini
-0.7233133,-0.9124792,-0.48652363,0.7363944,0.34601182,-1.0089719,-1.250795,0.36996204,-0.26928422,-0.9540609,boldini_33,giovanni-boldini
-0.431504,-0.8288596,-0.58350456,0.64659864,0.3641038,-0.32883304,-0.23293726,0.63428867,0.25326008,-0.6287199,boldini_34,giovanni-boldini
-0.8370682,-0.89586115,-0.91193366,0.89167386,-0.15283816,-0.83053166,-1.2210181,0.53892314,0.63134784,-1.0075725,boldini_35,giovanni-boldini
-0.6883141,-1.015345,-0.6809624,0.62010777,0.7557527,-0.32525852,-0.3292808,0.8151214,0.50473195,-1.1025319,boldini_36,giovanni-boldini
-0.66548276,-0.8888026,-0.8216929,0.8701888,0.44150993,-0.9379104,-1.2544451,0.5573054,0.1507592,-1.2595387,boldini_37,giovanni-boldini
-0.58740187,-0.8395095,-0.9361365,0.8758364,0.005453512,-0.8518711,-1.0670967,0.7277072,0.32331276,-0.9709985,boldini_38,giovanni-boldini
-0.6790694,-0.6241702,-0.7882161,0.8104979,0.53385365,-0.8359239,-1.1751347,0.36258098,-0.17616343,-1.4388094,boldini_39,giovanni-boldini
-0.7055418,-1.2440795,-0.43279183,0.68833286,0.8290962,-0.59862894,-0.6971353,0.5507904,0.15712018,-1.1454972,boldini_4,giovanni-boldini
-0.68052304,-0.9359662,-0.609242,0.8042653,0.4704328,-0.5947614,-0.7672262,0.59822446,0.30053994,-0.9555682,boldini_40,giovanni-boldini
-0.5667782,-0.7229057,-0.5779978,0.6801791,0.43605688,-0.8452526,-0.95922196,0.24236193,-0.02779175,-1.1985601,boldini_5,giovanni-boldini
-0.5563908,-1.0000799,-0.593177,0.6386115,0.47762015,-0.5192174,-0.52913773,0.6754365,0.31983343,-0.8046959,boldini_6,giovanni-boldini
-0.6073781,-0.82646686,-0.5483153,0.6853219,0.45846978,-0.69014865,-0.7821843,0.48906872,0.07702571,-1.0845336,boldini_7,giovanni-boldini
-0.5502413,-0.7769049,-1.075197,0.8853775,0.5832794,-0.6839186,-0.92441267,0.5889939,0.19423221,-1.361223,boldini_8,giovanni-boldini
-0.7581485,-0.88087624,-0.7376657,0.89058346,0.2810044,-0.8443778,-1.1552973,0.64651644,0.23482424,-1.171977,boldini_9,giovanni-boldini
-0.07780742,-0.5830562,-0.20107862,0.34925112,0.068162724,-0.17199418,-0.5396675,0.33948463,0.14694062,-0.3100316,bonheur_1,marie-rosalie-bonheur-dite-rosa
-0.24487239,-0.097699985,-0.10015314,0.30497742,-0.30090445,-0.12450872,-0.8526585,0.07522612,0.39306787,-0.12198001,bonheur_2,marie-rosalie-bonheur-dite-rosa
-0.04161387,-0.2860822,0.1134186,0.20792606,-0.007838413,-0.18900335,-0.4198941,0.23275454,-0.2339361,-0.26246652,bonheur_3,marie-rosalie-bonheur-dite-rosa
0.020591471,-0.18603322,0.03782301,0.10106453,0.23848805,0.11900101,-0.42184216,0.2703131,-0.28048605,-0.2114783,bonheur_4,marie-rosalie-bonheur-dite-rosa
-0.052332453,-0.32769924,-0.24988559,0.23147815,0.31068125,-0.11632629,-0.5712602,0.30230075,-0.24949431,-0.50383496,bonheur_5,marie-rosalie-bonheur-dite-rosa
-0.22012907,-0.38868198,0.0656328,0.17954344,0.07711342,0.35864177,0.12596472,0.6540174,0.3950498,0.07889429,bonheur_6,marie-rosalie-bonheur-dite-rosa
0.052713126,0.010447798,0.10671488,0.12818582,-0.19413331,0.1151937,-0.48526102,0.22925368,-0.17436607,-0.12575434,bonheur_7,marie-rosalie-bonheur-dite-rosa
-0.07062634,-0.4791763,-0.56717014,0.5241264,0.28922233,-0.46162832,-0.853623,0.49133572,-0.10760913,-0.74255127,bonheur_8,marie-rosalie-bonheur-dite-rosa
0.021878488,-0.21332632,0.0024137944,0.12454693,0.41932973,0.007829055,-0.5837685,0.21737579,-0.2642471,-0.5588602,bonheur_9,marie-rosalie-bonheur-dite-rosa
-0.8380971,-1.2688413,-1.2905501,1.0647244,0.6313108,-1.4049325,-1.7117962,0.71015495,0.27466246,-1.8499951,bonnard_1,pierre-bonnard
-0.73303294,-1.328492,-1.4713387,1.2680359,0.5647321,-1.5540513,-1.9973655,0.6936078,-0.09113723,-2.0234778,bonnard_10,pierre-bonnard
-0.7925012,-1.3379803,-1.0254267,1.1110053,1.1340923,-1.1586741,-1.273245,0.49468154,-0.43405402,-1.9255099,bonnard_11,pierre-bonnard
-0.8326402,-0.7979295,-1.5999836,0.9482057,1.2037528,-1.2984816,-1.2773243,0.49751407,-0.21363962,-2.0586972,bonnard_12,pierre-bonnard
-0.667767,-0.99219453,-0.9604454,0.92469406,0.9906745,-1.0117686,-1.6734562,0.26184753,-0.12248947,-1.7358346,bonnard_13,pierre-bonnard
-0.64300793,-1.4385396,-0.93012273,0.82880837,1.1072744,-1.1678916,-1.572943,0.622784,-0.13795233,-1.6751634,bonnard_14,pierre-bonnard
-0.62779796,-0.9885403,-1.2673985,1.0706985,1.0087671,-1.1745372,-1.5041175,0.52555746,-0.6298743,-1.8460237,bonnard_15,pierre-bonnard
-0.6150557,-1.4622312,-1.4847795,1.0720136,1.2054696,-1.548948,-1.5432894,0.3437812,-0.4573545,-2.1169317,bonnard_16,pierre-bonnard
-0.6812975,-1.1808819,-1.2196661,1.0461221,1.0748681,-1.2982402,-1.6426413,0.46932217,-0.11669937,-1.9705298,bonnard_17,pierre-bonnard
-0.89523005,-1.2912694,-1.3827593,1.2281561,0.828009,-1.3617171,-1.4057431,0.68753254,-0.41025227,-1.9254653,bonnard_18,pierre-bonnard
-0.8007554,-1.3971422,-1.5031238,1.2728531,0.74764884,-1.4629306,-1.6434897,0.5811636,0.9164706,-1.8892608,bonnard_19,pierre-bonnard
-0.7672491,-0.90595776,-1.5329306,1.2270341,0.69250345,-1.3555704,-1.4694996,0.51207435,0.008327063,-2.0897393,bonnard_2,pierre-bonnard
-0.7842037,-0.80664384,-1.5532852,1.2044983,0.93032813,-1.3556025,-1.5159519,0.42208445,-0.34978503,-2.1295886,bonnard_20,pierre-bonnard
-0.77547663,-1.5911038,-0.9289042,1.1557646,0.9642174,-1.3517888,-1.9702959,0.6337305,-0.55441505,-1.8087034,bonnard_21,pierre-bonnard
-0.7319303,-1.1461304,-0.98354447,0.8478215,1.0616063,-1.2719905,-1.4762629,0.457374,-0.3806175,-1.8624623,bonnard_22,pierre-bonnard
-0.9556099,-1.3715578,-0.9188124,0.92824787,0.91875887,-1.4996375,-1.4758276,0.5809114,-0.317931,-1.6411146,bonnard_23,pierre-bonnard
-0.8429375,-1.460511,-1.2316358,0.9933432,1.0082022,-1.4380088,-1.6379752,0.51347363,-0.06708759,-1.9877365,bonnard_24,pierre-bonnard
-0.7974946,-0.8146144,-0.96105015,0.75251025,1.2492373,-1.0170598,-1.3705132,0.1449813,-0.31989232,-1.7980741,bonnard_25,pierre-bonnard
-0.85639256,-1.0997399,-1.3582666,1.0478616,1.1052587,-1.3613783,-1.8018255,0.5194753,-0.26306257,-2.1650128,bonnard_26,pierre-bonnard
-0.80278474,-1.5784029,-1.4178897,1.1262076,1.0480833,-1.5517386,-1.5767759,0.6145981,0.2649361,-2.1557903,bonnard_27,pierre-bonnard
-0.6363683,-1.0168122,-1.1079547,0.8100806,1.1211876,-1.0524004,-1.1559353,0.35463697,-0.08786662,-1.6967245,bonnard_28,pierre-bonnard
-0.8033389,-1.0491016,-1.0853248,0.9481405,0.8625176,-0.99667394,-1.3322766,0.5560665,-0.25606805,-1.6937972,bonnard_29,pierre-bonnard
-1.0670542,-1.4640828,-1.4037364,1.3295968,0.8398826,-1.582492,-1.8715606,0.70092815,0.05559459,-2.2752082,bonnard_3,pierre-bonnard
-0.6982275,-1.2215852,-1.2364374,1.0909314,0.9151107,-1.4110187,-1.3923402,0.5890057,-0.23475185,-1.7859147,bonnard_30,pierre-bonnard
-0.70831305,-1.1138492,-1.1708037,1.0397444,1.0352712,-1.2853185,-1.3522179,0.5314377,-0.36091858,-1.7885945,bonnard_31,pierre-bonnard
-0.66989493,-1.0042939,-1.0658064,0.92618394,0.9971571,-1.092414,-1.3723431,0.22678888,-0.104427725,-1.8384675,bonnard_32,pierre-bonnard
-0.65377563,-0.9311588,-1.244209,0.9664562,1.0819303,-1.2229977,-1.4204154,0.46479395,-0.3968797,-1.9699676,bonnard_33,pierre-bonnard
-0.8363531,-1.2369442,-1.0672772,0.72508293,1.0865396,-1.1564063,-1.5652636,0.55506504,0.01662762,-1.8663496,bonnard_34,pierre-bonnard
-0.8604395,-1.7826802,-0.84587926,0.8833967,1.089781,-1.3108412,-1.3979915,0.735145,0.026134003,-1.8689208,bonnard_35,pierre-bonnard
-0.798492,-1.2288407,-1.2235376,0.8168973,1.0621138,-1.1674892,-1.3445116,0.6945501,0.46755838,-1.6787057,bonnard_36,pierre-bonnard
-0.73240453,-1.1215806,-1.4261497,1.3211336,0.54919195,-1.3426852,-1.6152271,0.6983685,-0.24797514,-1.7473382,bonnard_37,pierre-bonnard
-0.78927,-1.1316785,-1.305579,1.0897777,0.938768,-1.3771064,-1.4695289,0.39557663,-0.30733874,-1.9665625,bonnard_38,pierre-bonnard
-0.76920474,-1.4372203,-1.0137298,1.3560724,0.40067944,-1.2360449,-1.5741063,0.8029987,-0.18988383,-1.6828262,bonnard_4,pierre-bonnard
-0.85573626,-1.6529181,-1.2597302,1.5322957,0.5998455,-1.4879235,-1.5818793,0.90931666,0.048982773,-1.9542124,bonnard_5,pierre-bonnard
-0.533073,-1.2492146,-1.0128978,1.0271497,0.85112894,-1.2348887,-1.577453,0.5541151,-0.5071708,-1.7455267,bonnard_6,pierre-bonnard
-0.6496507,-1.067526,-1.1397083,1.1365547,1.0684382,-1.1990135,-1.4955025,0.3022669,-0.63556004,-1.9933748,bonnard_7,pierre-bonnard
-0.68380964,-1.0535673,-1.3217869,0.8994668,1.1107001,-1.3389338,-1.4615899,0.35808116,-0.3381285,-2.0031857,bonnard_8,pierre-bonnard
-0.7397284,-1.1429802,-1.4332138,0.9930053,1.0403383,-1.1687001,-1.4281217,0.3506122,0.19658118,-1.9640024,bonnard_9,pierre-bonnard
-0.5242332,-0.8079789,-0.33103365,0.6605522,0.07735944,-0.59277105,-0.9085928,0.5502032,0.20353118,-0.63528115,bonnat_1,leon-bonnat
-0.71166134,-0.7886438,-0.31736535,0.5528015,0.49698284,-0.10342789,-0.47759318,0.6524689,0.19861394,-0.82570887,bonnat_10,leon-bonnat
-0.5991319,-0.67820346,-0.037228487,0.6935121,-0.1312849,-0.47760597,-0.6433772,0.26411188,0.35127354,-0.40027708,bonnat_2,leon-bonnat
-0.39618984,-0.53512377,-1.3292797,0.8560571,0.32975227,-0.37739065,-0.28744167,0.6880849,0.22259015,-1.1865271,bonnat_3,leon-bonnat
-0.1328089,-0.7518478,-0.27030972,0.5646849,-0.004191026,-0.51814854,-0.9204212,0.26733342,-0.080290064,-0.52218884,bonnat_4,leon-bonnat
-0.46990132,-0.95284414,-0.35998926,0.54994434,0.40139192,-0.088993214,-0.34741008,0.49104348,0.3622603,-0.6941406,bonnat_5,leon-bonnat
-0.49335426,-0.98123676,-0.31719697,0.73735267,0.21014509,-0.4002114,-0.7597102,0.6191351,0.18826146,-0.65414184,bonnat_6,leon-bonnat
-0.38360626,-0.34067434,-0.48734498,0.37027428,0.5660498,0.025679685,-0.09135169,0.40688542,-0.12128925,-0.74241436,bonnat_7,leon-bonnat
-0.6970558,-0.707807,-0.49454463,0.66543525,0.3338442,-0.34091574,-0.5746068,0.3442858,0.5734019,-0.73794365,bonnat_8,leon-bonnat
-0.38944763,-1.0826682,-0.65992683,0.96267045,-0.3935329,-0.8063199,-0.90006846,0.46222928,0.93388647,-0.4692102,bonnat_9,leon-bonnat
2.9778602,6.6986732,4.8292985,-3.3127337,-5.3701043,6.52392,5.4754148,-1.7735529,0.47722733,8.824059,bosch_1,jerome-bosch
3.0750582,6.555048,4.4758368,-3.1262271,-5.4079323,6.559111,5.3658447,-1.651513,0.6244001,8.639787,bosch_10,jerome-bosch
3.1679578,7.148427,4.7005525,-3.2378972,-5.6579933,6.861561,5.796965,-1.7564209,0.28044355,8.991877,bosch_11,jerome-bosch
3.138394,6.581618,4.947274,-3.4285731,-5.195383,6.6323028,5.611584,-1.8902676,0.019190688,8.891838,bosch_12,jerome-bosch
3.4338644,6.393508,4.2330194,-3.0062091,-5.37011,6.5313897,5.293201,-1.4338132,0.06159557,8.47332,bosch_13,jerome-bosch
2.6337776,6.62274,4.635232,-3.0501523,-5.6660304,6.373157,5.3568645,-1.7117788,0.9025325,8.977895,bosch_14,jerome-bosch
3.2924488,6.6579266,4.6208797,-3.2284093,-5.452376,6.742197,5.613429,-1.5849977,0.6515764,8.864271,bosch_15,jerome-bosch
2.8619313,6.684051,4.732363,-3.2113888,-5.468054,6.271193,5.360456,-1.8897862,0.5003547,8.653441,bosch_16,jerome-bosch
2.8934228,6.729667,4.55059,-3.3175743,-5.543872,6.3733134,5.4724264,-1.768478,0.62067753,8.852297,bosch_17,jerome-bosch
2.9186673,6.6482906,4.778663,-3.3194199,-5.3166413,6.4973826,5.5291343,-1.746769,0.41622245,8.923029,bosch_18,jerome-bosch
2.8050942,6.666232,4.880376,-3.4039986,-5.4530935,6.3288593,5.4567494,-1.7892319,0.28486547,9.000803,bosch_19,jerome-bosch
2.9443789,6.7609477,4.7681313,-3.3369815,-5.398257,6.6678123,5.3805976,-1.7848113,0.36668685,8.847706,bosch_2,jerome-bosch
3.2730665,6.8491116,4.746251,-3.145404,-5.780641,6.885426,5.5482984,-1.4916929,0.71404666,9.169962,bosch_20,jerome-bosch
