painting_id,artist,path,cluster
burri_8,alberto-burri,..\bd-peintres-v6\burri - alberto-burri_1915\burri_8.jpg,8
burri_9,alberto-burri,..\bd-peintres-v6\burri - alberto-burri_1915\burri_9.jpg,18
canaletto_1,giovanni-antonio-canal,..\bd-peintres-v6\camoin - charles-camoin_1879\charles-camoin_1.jpg,6
canaletto_10,giovanni-antonio-canal,..\bd-peintres-v6\camoin - charles-camoin_1879\charles-camoin_10.jpg,6
canaletto_11,giovanni-antonio-canal,..\bd-peintres-v6\camoin - charles-camoin_1879\charles-camoin_11.jpg,2
canaletto_12,giovanni-antonio-canal,..\bd-peintres-v6\camoin - charles-camoin_1879\charles-camoin_12.jpg,6
canaletto_13,giovanni-antonio-canal,..\bd-peintres-v6\camoin - charles-camoin_1879\charles-camoin_13.jpg,6
canaletto_14,giovanni-antonio-canal,..\bd-peintres-v6\camoin - charles-camoin_1879\charles-camoin_14.jpg,6
canaletto_15,giovanni-antonio-canal,..\bd-peintres-v6\camoin - charles-camoin_1879\charles-camoin_15.jpg,6
canaletto_16,giovanni-antonio-canal,..\bd-peintres-v6\camoin - charles-camoin_1879\charles-camoin_16.jpg,6
canaletto_17,giovanni-antonio-canal,..\bd-peintres-v6\camoin - charles-camoin_1879\charles-camoin_17.jpg,6
canaletto_18,giovanni-antonio-canal,..\bd-peintres-v6\camoin - charles-camoin_1879\charles-camoin_18.jpg,6
canaletto_19,giovanni-antonio-canal,..\bd-peintres-v6\camoin - charles-camoin_1879\charles-camoin_19.jpg,6
canaletto_2,giovanni-antonio-canal,..\bd-peintres-v6\camoin - charles-camoin_1879\charles-camoin_2.jpg,6
canaletto_20,giovanni-antonio-canal,..\bd-peintres-v6\camoin - charles-camoin_1879\charles-camoin_20.jpg,6
canaletto_21,giovanni-antonio-canal,..\bd-peintres-v6\camoin - charles-camoin_1879\charles-camoin_21.jpg,6
canaletto_22,giovanni-antonio-canal,..\bd-peintres-v6\camoin - charles-camoin_1879\charles-camoin_22.jpg,6
canaletto_23,giovanni-antonio-canal,..\bd-peintres-v6\camoin - charles-camoin_1879\charles-camoin_23.jpg,6
canaletto_24,giovanni-antonio-canal,..\bd-peintres-v6\camoin - charles-camoin_1879\charles-camoin_24.jpg,6
canaletto_25,giovanni-antonio-canal,..\bd-peintres-v6\camoin - charles-camoin_1879\charles-camoin_25.jpg,6
canaletto_26,giovanni-antonio-canal,..\bd-peintres-v6\camoin - charles-camoin_1879\charles-camoin_26.jpg,6
canaletto_27,giovanni-antonio-canal,..\bd-peintres-v6\camoin - charles-camoin_1879\charles-camoin_27.jpg,6
canaletto_28,giovanni-antonio-canal,..\bd-peintres-v6\camoin - charles-camoin_1879\charles-camoin_28.jpg,6
canaletto_29,giovanni-antonio-canal,..\bd-peintres-v6\camoin - charles-camoin_1879\charles-camoin_29.jpg,6
canaletto_3,giovanni-antonio-canal,..\bd-peintres-v6\camoin - charles-camoin_1879\charles-camoin_3.jpg,6
canaletto_30,giovanni-antonio-canal,..\bd-peintres-v6\camoin - charles-camoin_1879\charles-camoin_30.jpg,6
canaletto_31,giovanni-antonio-canal,..\bd-peintres-v6\camoin - charles-camoin_1879\charles-camoin_4.jpg,6
canaletto_32,giovanni-antonio-canal,..\bd-peintres-v6\camoin - charles-camoin_1879\charles-camoin_5.jpg,6
canaletto_33,giovanni-antonio-canal,..\bd-peintres-v6\camoin - charles-camoin_1879\charles-camoin_6.jpg,6
canaletto_4,giovanni-antonio-canal,..\bd-peintres-v6\camoin - charles-camoin_1879\charles-camoin_7.jpg,6
canaletto_5,giovanni-antonio-canal,..\bd-peintres-v6\camoin - charles-camoin_1879\charles-camoin_8.jpg,6
canaletto_6,giovanni-antonio-canal,..\bd-peintres-v6\camoin - charles-camoin_1879\charles-camoin_9.jpg,6
canaletto_7,giovanni-antonio-canal,..\bd-peintres-v6\canaletto - giovanni-antonio-canal_1697\canaletto_1.jpg,6
canaletto_8,giovanni-antonio-canal,..\bd-peintres-v6\canaletto - giovanni-antonio-canal_1697\canaletto_10.jpg,6
canaletto_9,giovanni-antonio-canal,..\bd-peintres-v6\canaletto - giovanni-antonio-canal_1697\canaletto_11.jpg,6
caravaggio_1,michelangelo-da-caravaggio,..\bd-peintres-v6\canaletto - giovanni-antonio-canal_1697\canaletto_12.jpg,14
caravaggio_10,michelangelo-da-caravaggio,..\bd-peintres-v6\canaletto - giovanni-antonio-canal_1697\canaletto_13.jpg,14
caravaggio_11,michelangelo-da-caravaggio,..\bd-peintres-v6\canaletto - giovanni-antonio-canal_1697\canaletto_14.jpg,14
caravaggio_12,michelangelo-da-caravaggio,..\bd-peintres-v6\canaletto - giovanni-antonio-canal_1697\canaletto_15.jpg,14
caravaggio_13,michelangelo-da-caravaggio,..\bd-peintres-v6\canaletto - giovanni-antonio-canal_1697\canaletto_16.jpg,14
caravaggio_14,michelangelo-da-caravaggio,..\bd-peintres-v6\canaletto - giovanni-antonio-canal_1697\canaletto_17.jpg,14
caravaggio_15,michelangelo-da-caravaggio,..\bd-peintres-v6\canaletto - giovanni-antonio-canal_1697\canaletto_18.jpg,14
caravaggio_16,michelangelo-da-caravaggio,..\bd-peintres-v6\canaletto - giovanni-antonio-canal_1697\canaletto_19.jpg,14
caravaggio_17,michelangelo-da-caravaggio,..\bd-peintres-v6\canaletto - giovanni-antonio-canal_1697\canaletto_2.jpg,14
caravaggio_18,michelangelo-da-caravaggio,..\bd-peintres-v6\canaletto - giovanni-antonio-canal_1697\canaletto_20.jpg,14
caravaggio_19,michelangelo-da-caravaggio,..\bd-peintres-v6\canaletto - giovanni-antonio-canal_1697\canaletto_21.jpg,14
caravaggio_2,michelangelo-da-caravaggio,..\bd-peintres-v6\canaletto - giovanni-antonio-canal_1697\canaletto_22.jpg,14
caravaggio_20,michelangelo-da-caravaggio,..\bd-peintres-v6\canaletto - giovanni-antonio-canal_1697\canaletto_23.jpg,14
caravaggio_21,michelangelo-da-caravaggio,..\bd-peintres-v6\canaletto - giovanni-antonio-canal_1697\canaletto_24.jpg,14
caravaggio_22,michelangelo-da-caravaggio,..\bd-peintres-v6\canaletto - giovanni-antonio-canal_1697\canaletto_25.jpg,14
caravaggio_23,michelangelo-da-caravaggio,..\bd-peintres-v6\canaletto - giovanni-antonio-canal_1697\canaletto_26.jpg,14
caravaggio_24,michelangelo-da-caravaggio,..\bd-peintres-v6\canaletto - giovanni-antonio-canal_1697\canaletto_27.jpg,14
caravaggio_25,michelangelo-da-caravaggio,..\bd-peintres-v6\canaletto - giovanni-antonio-canal_1697\canaletto_28.jpg,14
caravaggio_26,michelangelo-da-caravaggio,..\bd-peintres-v6\canaletto - giovanni-antonio-canal_1697\canaletto_29.jpg,14
caravaggio_27,michelangelo-da-caravaggio,..\bd-peintres-v6\canaletto - giovanni-antonio-canal_1697\canaletto_3.jpg,14
caravaggio_28,michelangelo-da-caravaggio,..\bd-peintres-v6\canaletto - giovanni-antonio-canal_1697\canaletto_30.jpg,14
caravaggio_29,michelangelo-da-caravaggio,..\bd-peintres-v6\canaletto - giovanni-antonio-canal_1697\canaletto_31.jpg,14
caravaggio_3,michelangelo-da-caravaggio,..\bd-peintres-v6\canaletto - giovanni-antonio-canal_1697\canaletto_32.jpg,14
caravaggio_30,michelangelo-da-caravaggio,..\bd-peintres-v6\canaletto - giovanni-antonio-canal_1697\canaletto_33.jpg,14
caravaggio_31,michelangelo-da-caravaggio,..\bd-peintres-v6\canaletto - giovanni-antonio-canal_1697\canaletto_4.jpg,14
caravaggio_32,michelangelo-da-caravaggio,..\bd-peintres-v6\canaletto - giovanni-antonio-canal_1697\canaletto_5.jpg,14
caravaggio_33,michelangelo-da-caravaggio,..\bd-peintres-v6\canaletto - giovanni-antonio-canal_1697\canaletto_6.jpg,14
caravaggio_34,michelangelo-da-caravaggio,..\bd-peintres-v6\canaletto - giovanni-antonio-canal_1697\canaletto_7.jpg,14
caravaggio_35,michelangelo-da-caravaggio,..\bd-peintres-v6\canaletto - giovanni-antonio-canal_1697\canaletto_8.jpg,14
caravaggio_36,michelangelo-da-caravaggio,..\bd-peintres-v6\canaletto - giovanni-antonio-canal_1697\canaletto_9.jpg,14
caravaggio_37,michelangelo-da-caravaggio,..\bd-peintres-v6\caravaggio - michelangelo-da-caravaggio_1571\caravaggio_1.jpg,14
caravaggio_38,michelangelo-da-caravaggio,..\bd-peintres-v6\caravaggio - michelangelo-da-caravaggio_1571\caravaggio_10.jpg,14
caravaggio_39,michelangelo-da-caravaggio,..\bd-peintres-v6\caravaggio - michelangelo-da-caravaggio_1571\caravaggio_11.jpg,14
caravaggio_4,michelangelo-da-caravaggio,..\bd-peintres-v6\caravaggio - michelangelo-da-caravaggio_1571\caravaggio_12.jpg,14
caravaggio_40,michelangelo-da-caravaggio,..\bd-peintres-v6\caravaggio - michelangelo-da-caravaggio_1571\caravaggio_13.jpg,14
caravaggio_41,michelangelo-da-caravaggio,..\bd-peintres-v6\caravaggio - michelangelo-da-caravaggio_1571\caravaggio_14.jpg,14
caravaggio_42,michelangelo-da-caravaggio,..\bd-peintres-v6\caravaggio - michelangelo-da-caravaggio_1571\caravaggio_15.jpg,14
caravaggio_43,michelangelo-da-caravaggio,..\bd-peintres-v6\caravaggio - michelangelo-da-caravaggio_1571\caravaggio_16.jpg,14
caravaggio_5,michelangelo-da-caravaggio,..\bd-peintres-v6\caravaggio - michelangelo-da-caravaggio_1571\caravaggio_17.jpg,14
caravaggio_6,michelangelo-da-caravaggio,..\bd-peintres-v6\caravaggio - michelangelo-da-caravaggio_1571\caravaggio_18.jpg,14
caravaggio_7,michelangelo-da-caravaggio,..\bd-peintres-v6\caravaggio - michelangelo-da-caravaggio_1571\caravaggio_19.jpg,14
caravaggio_8,michelangelo-da-caravaggio,..\bd-peintres-v6\caravaggio - michelangelo-da-caravaggio_1571\caravaggio_2.jpg,14
caravaggio_9,michelangelo-da-caravaggio,..\bd-peintres-v6\caravaggio - michelangelo-da-caravaggio_1571\caravaggio_20.jpg,14
carrache_1,annibale-carracci,..\bd-peintres-v6\caravaggio - michelangelo-da-caravaggio_1571\caravaggio_21.jpg,14
carrache_10,annibale-carracci,..\bd-peintres-v6\caravaggio - michelangelo-da-caravaggio_1571\caravaggio_22.jpg,14
carrache_11,annibale-carracci,..\bd-peintres-v6\caravaggio - michelangelo-da-caravaggio_1571\caravaggio_23.jpg,14
carrache_12,annibale-carracci,..\bd-peintres-v6\caravaggio - michelangelo-da-caravaggio_1571\caravaggio_24.jpg,14
carrache_13,annibale-carracci,..\bd-peintres-v6\caravaggio - michelangelo-da-caravaggio_1571\caravaggio_25.jpg,14
carrache_14,annibale-carracci,..\bd-peintres-v6\caravaggio - michelangelo-da-caravaggio_1571\caravaggio_26.jpg,14
carrache_15,annibale-carracci,..\bd-peintres-v6\caravaggio - michelangelo-da-caravaggio_1571\caravaggio_27.jpg,14
carrache_16,annibale-carracci,..\bd-peintres-v6\caravaggio - michelangelo-da-caravaggio_1571\caravaggio_28.jpg,14
carrache_17,annibale-carracci,..\bd-peintres-v6\caravaggio - michelangelo-da-caravaggio_1571\caravaggio_29.jpg,14
carrache_18,annibale-carracci,..\bd-peintres-v6\caravaggio - michelangelo-da-caravaggio_1571\caravaggio_3.jpg,14
carrache_2,annibale-carracci,..\bd-peintres-v6\caravaggio - michelangelo-da-caravaggio_1571\caravaggio_30.jpg,14
carrache_3,annibale-carracci,..\bd-peintres-v6\caravaggio - michelangelo-da-caravaggio_1571\caravaggio_31.jpg,14
carrache_4,annibale-carracci,..\bd-peintres-v6\caravaggio - michelangelo-da-caravaggio_1571\caravaggio_32.jpg,14
carrache_5,annibale-carracci,..\bd-peintres-v6\caravaggio - michelangelo-da-caravaggio_1571\caravaggio_33.jpg,14
carrache_6,annibale-carracci,..\bd-peintres-v6\caravaggio - michelangelo-da-caravaggio_1571\caravaggio_34.jpg,14
carrache_7,annibale-carracci,..\bd-peintres-v6\caravaggio - michelangelo-da-caravaggio_1571\caravaggio_35.jpg,14
carrache_8,annibale-carracci,..\bd-peintres-v6\caravaggio - michelangelo-da-caravaggio_1571\caravaggio_36.jpg,14
carrache_9,annibale-carracci,..\bd-peintres-v6\caravaggio - michelangelo-da-caravaggio_1571\caravaggio_37.jpg,14
cavalier-d-arpin_1,giuseppe-cesari,..\bd-peintres-v6\caravaggio - michelangelo-da-caravaggio_1571\caravaggio_38.jpg,14
cavalier-d-arpin_2,giuseppe-cesari,..\bd-peintres-v6\caravaggio - michelangelo-da-caravaggio_1571\caravaggio_39.jpg,14
cavalier-d-arpin_3,giuseppe-cesari,..\bd-peintres-v6\caravaggio - michelangelo-da-caravaggio_1571\caravaggio_4.jpg,14
cavalier-d-arpin_4,giuseppe-cesari,..\bd-peintres-v6\caravaggio - michelangelo-da-caravaggio_1571\caravaggio_40.jpg,14
cavalier-d-arpin_5,giuseppe-cesari,..\bd-peintres-v6\caravaggio - michelangelo-da-caravaggio_1571\caravaggio_41.jpg,14
cavalier-d-arpin_6,giuseppe-cesari,..\bd-peintres-v6\caravaggio - michelangelo-da-caravaggio_1571\caravaggio_42.jpg,14
cavalier-d-arpin_7,giuseppe-cesari,..\bd-peintres-v6\caravaggio - michelangelo-da-caravaggio_1571\caravaggio_43.jpg,14
cavalier-d-arpin_8,giuseppe-cesari,..\bd-peintres-v6\caravaggio - michelangelo-da-caravaggio_1571\caravaggio_5.jpg,14
cavalier-d-arpin_9,giuseppe-cesari,..\bd-peintres-v6\caravaggio - michelangelo-da-caravaggio_1571\caravaggio_6.jpg,14
cezanne_1,paul-cezanne,..\bd-peintres-v6\caravaggio - michelangelo-da-caravaggio_1571\caravaggio_7.jpg,17
cezanne_10,paul-cezanne,..\bd-peintres-v6\caravaggio - michelangelo-da-caravaggio_1571\caravaggio_8.jpg,17
cezanne_11,paul-cezanne,..\bd-peintres-v6\caravaggio - michelangelo-da-caravaggio_1571\caravaggio_9.jpg,9
cezanne_12,paul-cezanne,..\bd-peintres-v6\carrache - annibale-carracci_1560\carrache_1.jpg,17
cezanne_13,paul-cezanne,..\bd-peintres-v6\carrache - annibale-carracci_1560\carrache_10.jpg,17
cezanne_14,paul-cezanne,..\bd-peintres-v6\carrache - annibale-carracci_1560\carrache_11.jpg,9
cezanne_15,paul-cezanne,..\bd-peintres-v6\carrache - annibale-carracci_1560\carrache_12.jpg,9
cezanne_16,paul-cezanne,..\bd-peintres-v6\carrache - annibale-carracci_1560\carrache_13.jpg,17
cezanne_17,paul-cezanne,..\bd-peintres-v6\carrache - annibale-carracci_1560\carrache_14.jpg,17
cezanne_18,paul-cezanne,..\bd-peintres-v6\carrache - annibale-carracci_1560\carrache_15.jpg,17
cezanne_19,paul-cezanne,..\bd-peintres-v6\carrache - annibale-carracci_1560\carrache_16.jpg,17
cezanne_2,paul-cezanne,..\bd-peintres-v6\carrache - annibale-carracci_1560\carrache_17.jpg,17
cezanne_20,paul-cezanne,..\bd-peintres-v6\carrache - annibale-carracci_1560\carrache_18.jpg,17
cezanne_21,paul-cezanne,..\bd-peintres-v6\carrache - annibale-carracci_1560\carrache_2.jpg,17
cezanne_22,paul-cezanne,..\bd-peintres-v6\carrache - annibale-carracci_1560\carrache_3.jpg,9
cezanne_23,paul-cezanne,..\bd-peintres-v6\carrache - annibale-carracci_1560\carrache_4.jpg,9
cezanne_24,paul-cezanne,..\bd-peintres-v6\carrache - annibale-carracci_1560\carrache_5.jpg,17
cezanne_25,paul-cezanne,..\bd-peintres-v6\carrache - annibale-carracci_1560\carrache_6.jpg,17
cezanne_26,paul-cezanne,..\bd-peintres-v6\carrache - annibale-carracci_1560\carrache_7.jpg,17
cezanne_27,paul-cezanne,..\bd-peintres-v6\carrache - annibale-carracci_1560\carrache_8.jpg,17
cezanne_28,paul-cezanne,..\bd-peintres-v6\carrache - annibale-carracci_1560\carrache_9.jpg,17
cezanne_29,paul-cezanne,..\bd-peintres-v6\cavalier-d-arpin - giuseppe-cesari_1568\cavalier-d-arpin_1.jpg,17
cezanne_3,paul-cezanne,..\bd-peintres-v6\cavalier-d-arpin - giuseppe-cesari_1568\cavalier-d-arpin_2.jpg,17
cezanne_30,paul-cezanne,..\bd-peintres-v6\cavalier-d-arpin - giuseppe-cesari_1568\cavalier-d-arpin_3.jpg,9
cezanne_31,paul-cezanne,..\bd-peintres-v6\cavalier-d-arpin - giuseppe-cesari_1568\cavalier-d-arpin_4.jpg,17
cezanne_32,paul-cezanne,..\bd-peintres-v6\cavalier-d-arpin - giuseppe-cesari_1568\cavalier-d-arpin_5.jpg,17
cezanne_33,paul-cezanne,..\bd-peintres-v6\cavalier-d-arpin - giuseppe-cesari_1568\cavalier-d-arpin_6.jpg,4
cezanne_34,paul-cezanne,..\bd-peintres-v6\cavalier-d-arpin - giuseppe-cesari_1568\cavalier-d-arpin_7.jpg,9
cezanne_35,paul-cezanne,..\bd-peintres-v6\cavalier-d-arpin - giuseppe-cesari_1568\cavalier-d-arpin_8.jpg,17
cezanne_36,paul-cezanne,..\bd-peintres-v6\cavalier-d-arpin - giuseppe-cesari_1568\cavalier-d-arpin_9.jpg,9
cezanne_37,paul-cezanne,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_1.jpg,9
cezanne_38,paul-cezanne,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_10.jpg,17
cezanne_39,paul-cezanne,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_11.jpg,9
cezanne_4,paul-cezanne,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_12.jpg,17
cezanne_40,paul-cezanne,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_13.jpg,9
cezanne_41,paul-cezanne,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_14.jpg,17
cezanne_42,paul-cezanne,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_15.jpg,17
cezanne_43,paul-cezanne,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_16.jpg,17
cezanne_44,paul-cezanne,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_17.jpg,9
cezanne_45,paul-cezanne,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_18.jpg,17
cezanne_46,paul-cezanne,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_19.jpg,17
cezanne_47,paul-cezanne,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_2.jpg,17
cezanne_48,paul-cezanne,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_20.jpg,9
cezanne_49,paul-cezanne,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_21.jpg,9
cezanne_5,paul-cezanne,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_22.jpg,17
cezanne_50,paul-cezanne,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_23.jpg,17
cezanne_51,paul-cezanne,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_24.jpg,17
cezanne_52,paul-cezanne,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_25.jpg,17
cezanne_53,paul-cezanne,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_26.jpg,17
cezanne_54,paul-cezanne,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_27.jpg,9
cezanne_55,paul-cezanne,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_28.jpg,9
cezanne_56,paul-cezanne,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_29.jpg,9
cezanne_57,paul-cezanne,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_3.jpg,9
cezanne_58,paul-cezanne,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_30.jpg,17
cezanne_59,paul-cezanne,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_31.jpg,9
cezanne_6,paul-cezanne,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_32.jpg,17
cezanne_60,paul-cezanne,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_33.jpg,9
cezanne_61,paul-cezanne,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_34.jpg,17
cezanne_62,paul-cezanne,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_35.jpg,9
cezanne_63,paul-cezanne,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_36.jpg,17
cezanne_64,paul-cezanne,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_37.jpg,17
cezanne_65,paul-cezanne,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_38.jpg,9
cezanne_66,paul-cezanne,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_39.jpg,17
cezanne_67,paul-cezanne,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_4.jpg,17
cezanne_68,paul-cezanne,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_40.jpg,17
cezanne_69,paul-cezanne,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_41.jpg,17
cezanne_7,paul-cezanne,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_42.jpg,17
cezanne_70,paul-cezanne,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_43.jpg,17
cezanne_71,paul-cezanne,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_44.jpg,17
cezanne_72,paul-cezanne,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_45.jpg,17
cezanne_73,paul-cezanne,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_46.jpg,9
cezanne_74,paul-cezanne,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_47.jpg,17
cezanne_75,paul-cezanne,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_48.jpg,9
cezanne_76,paul-cezanne,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_49.jpg,17
cezanne_77,paul-cezanne,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_5.jpg,17
cezanne_78,paul-cezanne,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_50.jpg,9
cezanne_79,paul-cezanne,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_51.jpg,9
cezanne_8,paul-cezanne,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_52.jpg,4
cezanne_80,paul-cezanne,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_53.jpg,17
cezanne_81,paul-cezanne,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_54.jpg,9
cezanne_82,paul-cezanne,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_55.jpg,17
cezanne_83,paul-cezanne,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_56.jpg,9
cezanne_84,paul-cezanne,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_57.jpg,17
cezanne_85,paul-cezanne,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_58.jpg,17
cezanne_86,paul-cezanne,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_59.jpg,17
cezanne_87,paul-cezanne,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_6.jpg,9
cezanne_88,paul-cezanne,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_60.jpg,9
cezanne_89,paul-cezanne,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_61.jpg,9
cezanne_9,paul-cezanne,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_62.jpg,17
chagall_1,marc-chagall,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_63.jpg,19
chagall_10,marc-chagall,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_64.jpg,19
chagall_11,marc-chagall,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_65.jpg,19
chagall_12,marc-chagall,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_66.jpg,19
chagall_13,marc-chagall,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_67.jpg,19
chagall_14,marc-chagall,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_68.jpg,19
chagall_15,marc-chagall,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_69.jpg,19
chagall_16,marc-chagall,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_7.jpg,19
chagall_17,marc-chagall,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_70.jpg,19
chagall_18,marc-chagall,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_71.jpg,16
chagall_19,marc-chagall,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_72.jpg,19
chagall_2,marc-chagall,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_73.jpg,19
chagall_20,marc-chagall,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_74.jpg,0
chagall_21,marc-chagall,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_75.jpg,19
chagall_22,marc-chagall,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_76.jpg,8
chagall_23,marc-chagall,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_77.jpg,19
chagall_24,marc-chagall,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_78.jpg,16
chagall_25,marc-chagall,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_79.jpg,16
chagall_26,marc-chagall,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_8.jpg,19
chagall_27,marc-chagall,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_80.jpg,19
chagall_28,marc-chagall,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_81.jpg,19
chagall_29,marc-chagall,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_82.jpg,19
chagall_3,marc-chagall,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_83.jpg,19
chagall_30,marc-chagall,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_84.jpg,19
chagall_31,marc-chagall,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_85.jpg,8
chagall_32,marc-chagall,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_86.jpg,16
chagall_33,marc-chagall,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_87.jpg,19
chagall_34,marc-chagall,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_88.jpg,19
chagall_35,marc-chagall,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_89.jpg,19
chagall_36,marc-chagall,..\bd-peintres-v6\cezanne - paul-cezanne_1839\cezanne_9.jpg,19
chagall_37,marc-chagall,..\bd-peintres-v6\chagall - marc-chagall_1887\chagall_1.jpg,19
chagall_38,marc-chagall,..\bd-peintres-v6\chagall - marc-chagall_1887\chagall_10.jpg,19
chagall_39,marc-chagall,..\bd-peintres-v6\chagall - marc-chagall_1887\chagall_11.jpg,19
chagall_4,marc-chagall,..\bd-peintres-v6\chagall - marc-chagall_1887\chagall_12.jpg,19
chagall_40,marc-chagall,..\bd-peintres-v6\chagall - marc-chagall_1887\chagall_13.jpg,19
chagall_41,marc-chagall,..\bd-peintres-v6\chagall - marc-chagall_1887\chagall_14.jpg,19
chagall_42,marc-chagall,..\bd-peintres-v6\chagall - marc-chagall_1887\chagall_15.jpg,19
chagall_43,marc-chagall,..\bd-peintres-v6\chagall - marc-chagall_1887\chagall_16.jpg,19
chagall_44,marc-chagall,..\bd-peintres-v6\chagall - marc-chagall_1887\chagall_17.jpg,19
